DDInterID_A,Drug_A,DDInterID_B,Drug_B,Level
DDInter1022,Lansoprazole,DDInter853,Haloperidol,Unknown
DDInter853,Haloperidol,DDInter1916,Vancomycin,Unknown
DDInter853,Haloperidol,DDInter1515,Prednisone,Unknown
DDInter853,Haloperidol,DDInter1675,Simvastatin,Unknown
DDInter853,Haloperidol,DDInter1559,Rabeprazole,Unknown
DDInter1607,Ritonavir,DDInter1916,Vancomycin,Unknown
DDInter1607,Ritonavir,DDInter1018,Lactulose,Unknown
DDInter1323,Octreotide,DDInter1916,Vancomycin,Unknown
DDInter1516,Pregabalin,DDInter1916,Vancomycin,Unknown
DDInter668,Ertapenem,DDInter1916,Vancomycin,Unknown
DDInter1717,Sucralfate,DDInter1916,Vancomycin,Unknown
DDInter48,Allopurinol,DDInter1916,Vancomycin,Unknown
DDInter1961,Zidovudine,DDInter1916,Vancomycin,Unknown
DDInter1916,Vancomycin,DDInter315,Cefdinir,Unknown
DDInter1916,Vancomycin,DDInter1018,Lactulose,Unknown
DDInter1916,Vancomycin,DDInter1675,Simvastatin,Unknown
DDInter1916,Vancomycin,DDInter1745,Tamsulosin,Unknown
DDInter1916,Vancomycin,DDInter1231,Misoprostol,Unknown
DDInter1916,Vancomycin,DDInter1759,Telmisartan,Unknown
DDInter1916,Vancomycin,DDInter707,Ezetimibe,Unknown
DDInter1916,Vancomycin,DDInter990,Isosorbide mononitrate,Unknown
DDInter1916,Vancomycin,DDInter1590,Rifampicin,Unknown
DDInter1916,Vancomycin,DDInter1622,Rosuvastatin,Unknown
DDInter1916,Vancomycin,DDInter1046,Levetiracetam,Unknown
DDInter1916,Vancomycin,DDInter393,Clarithromycin,Unknown
DDInter598,Doxycycline,DDInter384,Ciprofloxacin,Unknown
DDInter1244,Morphine,DDInter384,Ciprofloxacin,Unknown
DDInter1022,Lansoprazole,DDInter384,Ciprofloxacin,Unknown
DDInter1916,Vancomycin,DDInter384,Ciprofloxacin,Unknown
DDInter384,Ciprofloxacin,DDInter136,Atropine,Unknown
DDInter384,Ciprofloxacin,DDInter1231,Misoprostol,Unknown
DDInter384,Ciprofloxacin,DDInter1622,Rosuvastatin,Unknown
DDInter384,Ciprofloxacin,DDInter1559,Rabeprazole,Unknown
DDInter1541,Propylthiouracil,DDInter1622,Rosuvastatin,Unknown
DDInter825,Glimepiride,DDInter293,Carbamazepine,Unknown
DDInter11,Acarbose,DDInter293,Carbamazepine,Unknown
DDInter1164,Metformin,DDInter293,Carbamazepine,Unknown
DDInter1340,Omeprazole,DDInter293,Carbamazepine,Unknown
DDInter1717,Sucralfate,DDInter293,Carbamazepine,Unknown
DDInter1022,Lansoprazole,DDInter293,Carbamazepine,Unknown
DDInter1916,Vancomycin,DDInter293,Carbamazepine,Unknown
DDInter293,Carbamazepine,DDInter136,Atropine,Unknown
DDInter293,Carbamazepine,DDInter1018,Lactulose,Unknown
DDInter293,Carbamazepine,DDInter1088,Loperamide,Unknown
DDInter293,Carbamazepine,DDInter712,Famotidine,Unknown
DDInter293,Carbamazepine,DDInter1231,Misoprostol,Unknown
DDInter293,Carbamazepine,DDInter826,Glipizide,Unknown
DDInter293,Carbamazepine,DDInter1622,Rosuvastatin,Unknown
DDInter293,Carbamazepine,DDInter1559,Rabeprazole,Unknown
DDInter11,Acarbose,DDInter1539,Propranolol,Unknown
DDInter1916,Vancomycin,DDInter1539,Propranolol,Unknown
DDInter1539,Propranolol,DDInter1018,Lactulose,Unknown
DDInter1539,Propranolol,DDInter1675,Simvastatin,Unknown
DDInter1539,Propranolol,DDInter1231,Misoprostol,Unknown
DDInter1539,Propranolol,DDInter1622,Rosuvastatin,Unknown
DDInter1539,Propranolol,DDInter1559,Rabeprazole,Unknown
DDInter1539,Propranolol,DDInter393,Clarithromycin,Unknown
DDInter1509,Pravastatin,DDInter136,Atropine,Unknown
DDInter1915,Valsartan,DDInter136,Atropine,Unknown
DDInter1516,Pregabalin,DDInter136,Atropine,Unknown
DDInter11,Acarbose,DDInter136,Atropine,Unknown
DDInter1474,Piperacillin,DDInter136,Atropine,Unknown
DDInter1164,Metformin,DDInter136,Atropine,Unknown
DDInter1340,Omeprazole,DDInter136,Atropine,Unknown
DDInter1187,Methylergometrine,DDInter136,Atropine,Unknown
DDInter1717,Sucralfate,DDInter136,Atropine,Unknown
DDInter1505,Pramipexole,DDInter136,Atropine,Unknown
DDInter1707,Spironolactone,DDInter136,Atropine,Unknown
DDInter48,Allopurinol,DDInter136,Atropine,Unknown
DDInter1022,Lansoprazole,DDInter136,Atropine,Unknown
DDInter1010,Ketorolac,DDInter136,Atropine,Unknown
DDInter1916,Vancomycin,DDInter136,Atropine,Unknown
DDInter136,Atropine,DDInter1018,Lactulose,Unknown
DDInter136,Atropine,DDInter1287,Nicardipine,Unknown
DDInter136,Atropine,DDInter1515,Prednisone,Unknown
DDInter136,Atropine,DDInter1675,Simvastatin,Unknown
DDInter136,Atropine,DDInter1095,Losartan,Unknown
DDInter136,Atropine,DDInter1212,Midazolam,Unknown
DDInter136,Atropine,DDInter1822,Tobramycin,Unknown
DDInter136,Atropine,DDInter1354,Oxacillin,Unknown
DDInter136,Atropine,DDInter1079,Lisinopril,Unknown
DDInter136,Atropine,DDInter1884,Tropicamide,Unknown
DDInter136,Atropine,DDInter1538,Propofol,Unknown
DDInter136,Atropine,DDInter989,Isosorbide dinitrate,Unknown
DDInter136,Atropine,DDInter1342,Ondansetron,Unknown
DDInter136,Atropine,DDInter1009,Ketoprofen,Unknown
DDInter136,Atropine,DDInter990,Isosorbide mononitrate,Unknown
DDInter136,Atropine,DDInter1622,Rosuvastatin,Unknown
DDInter136,Atropine,DDInter1291,Nifedipine,Unknown
DDInter136,Atropine,DDInter1559,Rabeprazole,Unknown
DDInter136,Atropine,DDInter1325,Ofloxacin,Unknown
DDInter136,Atropine,DDInter1046,Levetiracetam,Unknown
DDInter136,Atropine,DDInter393,Clarithromycin,Unknown
DDInter136,Atropine,DDInter1007,Ketamine,Unknown
DDInter136,Atropine,DDInter1664,Sevoflurane,Unknown
DDInter1516,Pregabalin,DDInter1018,Lactulose,Unknown
DDInter1717,Sucralfate,DDInter1018,Lactulose,Unknown
DDInter1018,Lactulose,DDInter1231,Misoprostol,Unknown
DDInter1018,Lactulose,DDInter707,Ezetimibe,Unknown
DDInter1018,Lactulose,DDInter1590,Rifampicin,Unknown
DDInter1018,Lactulose,DDInter1622,Rosuvastatin,Unknown
DDInter1018,Lactulose,DDInter611,Dutasteride,Unknown
DDInter11,Acarbose,DDInter638,Enalapril,Unknown
DDInter1340,Omeprazole,DDInter638,Enalapril,Unknown
DDInter1717,Sucralfate,DDInter638,Enalapril,Unknown
DDInter1022,Lansoprazole,DDInter638,Enalapril,Unknown
DDInter1916,Vancomycin,DDInter638,Enalapril,Unknown
DDInter136,Atropine,DDInter638,Enalapril,Unknown
DDInter1018,Lactulose,DDInter638,Enalapril,Unknown
DDInter638,Enalapril,DDInter1675,Simvastatin,Unknown
DDInter638,Enalapril,DDInter1088,Loperamide,Unknown
DDInter638,Enalapril,DDInter1342,Ondansetron,Unknown
DDInter638,Enalapril,DDInter712,Famotidine,Unknown
DDInter638,Enalapril,DDInter1231,Misoprostol,Unknown
DDInter638,Enalapril,DDInter1622,Rosuvastatin,Unknown
DDInter638,Enalapril,DDInter1559,Rabeprazole,Unknown
DDInter638,Enalapril,DDInter393,Clarithromycin,Unknown
DDInter638,Enalapril,DDInter1197,Metoclopramide,Unknown
DDInter1164,Metformin,DDInter1073,Linezolid,Unknown
DDInter1340,Omeprazole,DDInter1073,Linezolid,Unknown
DDInter1717,Sucralfate,DDInter1073,Linezolid,Unknown
DDInter1916,Vancomycin,DDInter1073,Linezolid,Unknown
DDInter1018,Lactulose,DDInter1073,Linezolid,Unknown
DDInter1073,Linezolid,DDInter1515,Prednisone,Unknown
DDInter1073,Linezolid,DDInter1088,Loperamide,Unknown
DDInter1073,Linezolid,DDInter1559,Rabeprazole,Unknown
DDInter1073,Linezolid,DDInter393,Clarithromycin,Unknown
DDInter1164,Metformin,DDInter216,Bisoprolol,Unknown
DDInter1340,Omeprazole,DDInter216,Bisoprolol,Unknown
DDInter1022,Lansoprazole,DDInter216,Bisoprolol,Unknown
DDInter1916,Vancomycin,DDInter216,Bisoprolol,Unknown
DDInter1018,Lactulose,DDInter216,Bisoprolol,Unknown
DDInter216,Bisoprolol,DDInter1675,Simvastatin,Unknown
DDInter216,Bisoprolol,DDInter1088,Loperamide,Unknown
DDInter216,Bisoprolol,DDInter1342,Ondansetron,Unknown
DDInter216,Bisoprolol,DDInter712,Famotidine,Unknown
DDInter216,Bisoprolol,DDInter1622,Rosuvastatin,Unknown
DDInter216,Bisoprolol,DDInter1559,Rabeprazole,Unknown
DDInter216,Bisoprolol,DDInter393,Clarithromycin,Unknown
DDInter216,Bisoprolol,DDInter1197,Metoclopramide,Unknown
DDInter11,Acarbose,DDInter1287,Nicardipine,Unknown
DDInter1340,Omeprazole,DDInter1287,Nicardipine,Unknown
DDInter1916,Vancomycin,DDInter1287,Nicardipine,Unknown
DDInter1018,Lactulose,DDInter1287,Nicardipine,Unknown
DDInter1287,Nicardipine,DDInter1675,Simvastatin,Unknown
DDInter1287,Nicardipine,DDInter1342,Ondansetron,Unknown
DDInter825,Glimepiride,DDInter624,Efavirenz,Unknown
DDInter1244,Morphine,DDInter624,Efavirenz,Unknown
DDInter1164,Metformin,DDInter624,Efavirenz,Unknown
DDInter1340,Omeprazole,DDInter624,Efavirenz,Unknown
DDInter1717,Sucralfate,DDInter624,Efavirenz,Unknown
DDInter1022,Lansoprazole,DDInter624,Efavirenz,Unknown
DDInter1916,Vancomycin,DDInter624,Efavirenz,Unknown
DDInter624,Efavirenz,DDInter826,Glipizide,Unknown
DDInter624,Efavirenz,DDInter1197,Metoclopramide,Unknown
DDInter1323,Octreotide,DDInter1515,Prednisone,Unknown
DDInter1516,Pregabalin,DDInter1515,Prednisone,Unknown
DDInter1834,Topiramate,DDInter1515,Prednisone,Unknown
DDInter668,Ertapenem,DDInter1515,Prednisone,Unknown
DDInter1717,Sucralfate,DDInter1515,Prednisone,Unknown
DDInter1870,Trihexyphenidyl,DDInter1515,Prednisone,Unknown
DDInter1529,Progesterone,DDInter1515,Prednisone,Unknown
DDInter48,Allopurinol,DDInter1515,Prednisone,Unknown
DDInter1874,Trimethoprim,DDInter1515,Prednisone,Unknown
DDInter1916,Vancomycin,DDInter1515,Prednisone,Unknown
DDInter315,Cefdinir,DDInter1515,Prednisone,Unknown
DDInter1541,Propylthiouracil,DDInter1515,Prednisone,Unknown
DDInter1515,Prednisone,DDInter1675,Simvastatin,Unknown
DDInter1515,Prednisone,DDInter1822,Tobramycin,Unknown
DDInter1515,Prednisone,DDInter1821,Tizanidine,Unknown
DDInter1515,Prednisone,DDInter1745,Tamsulosin,Unknown
DDInter1515,Prednisone,DDInter1605,Risperidone,Unknown
DDInter1515,Prednisone,DDInter1538,Propofol,Unknown
DDInter1515,Prednisone,DDInter1231,Misoprostol,Unknown
DDInter1515,Prednisone,DDInter707,Ezetimibe,Unknown
DDInter1515,Prednisone,DDInter990,Isosorbide mononitrate,Unknown
DDInter1515,Prednisone,DDInter1622,Rosuvastatin,Unknown
DDInter1515,Prednisone,DDInter611,Dutasteride,Unknown
DDInter1515,Prednisone,DDInter1559,Rabeprazole,Unknown
DDInter1515,Prednisone,DDInter237,Brinzolamide,Unknown
DDInter1515,Prednisone,DDInter1046,Levetiracetam,Unknown
DDInter1515,Prednisone,DDInter326,Cefpodoxime,Unknown
DDInter1516,Pregabalin,DDInter1675,Simvastatin,Unknown
DDInter668,Ertapenem,DDInter1675,Simvastatin,Unknown
DDInter1717,Sucralfate,DDInter1675,Simvastatin,Unknown
DDInter48,Allopurinol,DDInter1675,Simvastatin,Unknown
DDInter315,Cefdinir,DDInter1675,Simvastatin,Unknown
DDInter1018,Lactulose,DDInter1675,Simvastatin,Unknown
DDInter1675,Simvastatin,DDInter1745,Tamsulosin,Unknown
DDInter1675,Simvastatin,DDInter1431,Perindopril,Unknown
DDInter1675,Simvastatin,DDInter1231,Misoprostol,Unknown
DDInter1675,Simvastatin,DDInter1759,Telmisartan,Unknown
DDInter1675,Simvastatin,DDInter611,Dutasteride,Unknown
DDInter1675,Simvastatin,DDInter237,Brinzolamide,Unknown
DDInter1675,Simvastatin,DDInter1046,Levetiracetam,Unknown
DDInter1675,Simvastatin,DDInter326,Cefpodoxime,Unknown
DDInter825,Glimepiride,DDInter1928,Verapamil,Unknown
DDInter598,Doxycycline,DDInter1928,Verapamil,Unknown
DDInter11,Acarbose,DDInter1928,Verapamil,Unknown
DDInter1340,Omeprazole,DDInter1928,Verapamil,Unknown
DDInter1717,Sucralfate,DDInter1928,Verapamil,Unknown
DDInter1022,Lansoprazole,DDInter1928,Verapamil,Unknown
DDInter1916,Vancomycin,DDInter1928,Verapamil,Unknown
DDInter136,Atropine,DDInter1928,Verapamil,Unknown
DDInter1018,Lactulose,DDInter1928,Verapamil,Unknown
DDInter1928,Verapamil,DDInter1342,Ondansetron,Unknown
DDInter1928,Verapamil,DDInter712,Famotidine,Unknown
DDInter1928,Verapamil,DDInter1231,Misoprostol,Unknown
DDInter1928,Verapamil,DDInter826,Glipizide,Unknown
DDInter1928,Verapamil,DDInter1622,Rosuvastatin,Unknown
DDInter1928,Verapamil,DDInter1559,Rabeprazole,Unknown
DDInter1928,Verapamil,DDInter1197,Metoclopramide,Unknown
DDInter1340,Omeprazole,DDInter319,Cefixime,Unknown
DDInter11,Acarbose,DDInter1095,Losartan,Unknown
DDInter1164,Metformin,DDInter1095,Losartan,Unknown
DDInter1340,Omeprazole,DDInter1095,Losartan,Unknown
DDInter1717,Sucralfate,DDInter1095,Losartan,Unknown
DDInter1916,Vancomycin,DDInter1095,Losartan,Unknown
DDInter1018,Lactulose,DDInter1095,Losartan,Unknown
DDInter1675,Simvastatin,DDInter1095,Losartan,Unknown
DDInter1095,Losartan,DDInter1342,Ondansetron,Unknown
DDInter1095,Losartan,DDInter1231,Misoprostol,Unknown
DDInter1095,Losartan,DDInter1622,Rosuvastatin,Unknown
DDInter1095,Losartan,DDInter1559,Rabeprazole,Unknown
DDInter1095,Losartan,DDInter393,Clarithromycin,Unknown
DDInter1095,Losartan,DDInter1197,Metoclopramide,Unknown
DDInter1717,Sucralfate,DDInter1212,Midazolam,Unknown
DDInter1916,Vancomycin,DDInter1212,Midazolam,Unknown
DDInter1018,Lactulose,DDInter1212,Midazolam,Unknown
DDInter1675,Simvastatin,DDInter1212,Midazolam,Unknown
DDInter1212,Midazolam,DDInter1342,Ondansetron,Unknown
DDInter1018,Lactulose,DDInter1822,Tobramycin,Unknown
DDInter1675,Simvastatin,DDInter1822,Tobramycin,Unknown
DDInter1822,Tobramycin,DDInter1622,Rosuvastatin,Unknown
DDInter1822,Tobramycin,DDInter393,Clarithromycin,Unknown
DDInter136,Atropine,DDInter790,Furosemide,Unknown
DDInter1675,Simvastatin,DDInter790,Furosemide,Unknown
DDInter790,Furosemide,DDInter1088,Loperamide,Unknown
DDInter790,Furosemide,DDInter1342,Ondansetron,Unknown
DDInter790,Furosemide,DDInter1231,Misoprostol,Unknown
DDInter790,Furosemide,DDInter1622,Rosuvastatin,Unknown
DDInter790,Furosemide,DDInter393,Clarithromycin,Unknown
DDInter790,Furosemide,DDInter1197,Metoclopramide,Unknown
DDInter1717,Sucralfate,DDInter1821,Tizanidine,Unknown
DDInter1916,Vancomycin,DDInter1821,Tizanidine,Unknown
DDInter1018,Lactulose,DDInter1821,Tizanidine,Unknown
DDInter1675,Simvastatin,DDInter1821,Tizanidine,Unknown
DDInter1821,Tizanidine,DDInter1622,Rosuvastatin,Unknown
DDInter1717,Sucralfate,DDInter1745,Tamsulosin,Unknown
DDInter1018,Lactulose,DDInter1745,Tamsulosin,Unknown
DDInter1745,Tamsulosin,DDInter1622,Rosuvastatin,Unknown
DDInter1244,Morphine,DDInter1019,Lamivudine,Unknown
DDInter1164,Metformin,DDInter1019,Lamivudine,Unknown
DDInter1340,Omeprazole,DDInter1019,Lamivudine,Unknown
DDInter1717,Sucralfate,DDInter1019,Lamivudine,Unknown
DDInter1022,Lansoprazole,DDInter1019,Lamivudine,Unknown
DDInter1916,Vancomycin,DDInter1019,Lamivudine,Unknown
DDInter1018,Lactulose,DDInter1019,Lamivudine,Unknown
DDInter1515,Prednisone,DDInter1019,Lamivudine,Unknown
DDInter1675,Simvastatin,DDInter1019,Lamivudine,Unknown
DDInter1019,Lamivudine,DDInter1088,Loperamide,Unknown
DDInter1019,Lamivudine,DDInter1342,Ondansetron,Unknown
DDInter1019,Lamivudine,DDInter1231,Misoprostol,Unknown
DDInter1019,Lamivudine,DDInter1622,Rosuvastatin,Unknown
DDInter1019,Lamivudine,DDInter1559,Rabeprazole,Unknown
DDInter1019,Lamivudine,DDInter393,Clarithromycin,Unknown
DDInter1019,Lamivudine,DDInter1197,Metoclopramide,Unknown
DDInter1717,Sucralfate,DDInter1354,Oxacillin,Unknown
DDInter1916,Vancomycin,DDInter1354,Oxacillin,Unknown
DDInter1515,Prednisone,DDInter1354,Oxacillin,Unknown
DDInter11,Acarbose,DDInter1079,Lisinopril,Unknown
DDInter1340,Omeprazole,DDInter1079,Lisinopril,Unknown
DDInter1717,Sucralfate,DDInter1079,Lisinopril,Unknown
DDInter1916,Vancomycin,DDInter1079,Lisinopril,Unknown
DDInter1018,Lactulose,DDInter1079,Lisinopril,Unknown
DDInter1675,Simvastatin,DDInter1079,Lisinopril,Unknown
DDInter1079,Lisinopril,DDInter1088,Loperamide,Unknown
DDInter1079,Lisinopril,DDInter1342,Ondansetron,Unknown
DDInter1079,Lisinopril,DDInter1231,Misoprostol,Unknown
DDInter1079,Lisinopril,DDInter1622,Rosuvastatin,Unknown
DDInter1079,Lisinopril,DDInter1559,Rabeprazole,Unknown
DDInter1079,Lisinopril,DDInter393,Clarithromycin,Unknown
DDInter1079,Lisinopril,DDInter1197,Metoclopramide,Unknown
DDInter11,Acarbose,DDInter1304,Nitroglycerin,Unknown
DDInter1717,Sucralfate,DDInter1304,Nitroglycerin,Unknown
DDInter1916,Vancomycin,DDInter1304,Nitroglycerin,Unknown
DDInter1018,Lactulose,DDInter1304,Nitroglycerin,Unknown
DDInter1515,Prednisone,DDInter1304,Nitroglycerin,Unknown
DDInter1675,Simvastatin,DDInter1304,Nitroglycerin,Unknown
DDInter1304,Nitroglycerin,DDInter1342,Ondansetron,Unknown
DDInter1304,Nitroglycerin,DDInter1231,Misoprostol,Unknown
DDInter1304,Nitroglycerin,DDInter1622,Rosuvastatin,Unknown
DDInter1304,Nitroglycerin,DDInter1559,Rabeprazole,Unknown
DDInter1304,Nitroglycerin,DDInter393,Clarithromycin,Unknown
DDInter1717,Sucralfate,DDInter1605,Risperidone,Unknown
DDInter1916,Vancomycin,DDInter1605,Risperidone,Unknown
DDInter1675,Simvastatin,DDInter1605,Risperidone,Unknown
DDInter1605,Risperidone,DDInter1231,Misoprostol,Unknown
DDInter1605,Risperidone,DDInter1622,Rosuvastatin,Unknown
DDInter1244,Morphine,DDInter699,Etodolac,Unknown
DDInter1340,Omeprazole,DDInter699,Etodolac,Unknown
DDInter1717,Sucralfate,DDInter699,Etodolac,Unknown
DDInter1022,Lansoprazole,DDInter699,Etodolac,Unknown
DDInter1018,Lactulose,DDInter699,Etodolac,Unknown
DDInter1675,Simvastatin,DDInter699,Etodolac,Unknown
DDInter699,Etodolac,DDInter1342,Ondansetron,Unknown
DDInter699,Etodolac,DDInter1231,Misoprostol,Unknown
DDInter699,Etodolac,DDInter1622,Rosuvastatin,Unknown
DDInter699,Etodolac,DDInter1559,Rabeprazole,Unknown
DDInter699,Etodolac,DDInter393,Clarithromycin,Unknown
DDInter699,Etodolac,DDInter1197,Metoclopramide,Unknown
DDInter598,Doxycycline,DDInter1266,Naproxen,Unknown
DDInter11,Acarbose,DDInter1266,Naproxen,Unknown
DDInter1244,Morphine,DDInter1266,Naproxen,Unknown
DDInter136,Atropine,DDInter1266,Naproxen,Unknown
DDInter1018,Lactulose,DDInter1266,Naproxen,Unknown
DDInter1675,Simvastatin,DDInter1266,Naproxen,Unknown
DDInter1266,Naproxen,DDInter1088,Loperamide,Unknown
DDInter1266,Naproxen,DDInter1342,Ondansetron,Unknown
DDInter1266,Naproxen,DDInter83,Amoxicillin,Unknown
DDInter1266,Naproxen,DDInter1622,Rosuvastatin,Unknown
DDInter1266,Naproxen,DDInter393,Clarithromycin,Unknown
DDInter1266,Naproxen,DDInter1197,Metoclopramide,Unknown
DDInter1018,Lactulose,DDInter1431,Perindopril,Unknown
DDInter1431,Perindopril,DDInter1622,Rosuvastatin,Unknown
DDInter1916,Vancomycin,DDInter916,Indapamide,Unknown
DDInter1675,Simvastatin,DDInter916,Indapamide,Unknown
DDInter916,Indapamide,DDInter1088,Loperamide,Unknown
DDInter916,Indapamide,DDInter1342,Ondansetron,Unknown
DDInter916,Indapamide,DDInter1622,Rosuvastatin,Unknown
DDInter916,Indapamide,DDInter393,Clarithromycin,Unknown
DDInter916,Indapamide,DDInter1197,Metoclopramide,Unknown
DDInter1916,Vancomycin,DDInter1884,Tropicamide,Unknown
DDInter1675,Simvastatin,DDInter1884,Tropicamide,Unknown
DDInter825,Glimepiride,DDInter722,Fentanyl,Unknown
DDInter11,Acarbose,DDInter722,Fentanyl,Unknown
DDInter1164,Metformin,DDInter722,Fentanyl,Unknown
DDInter1340,Omeprazole,DDInter722,Fentanyl,Unknown
DDInter1717,Sucralfate,DDInter722,Fentanyl,Unknown
DDInter1022,Lansoprazole,DDInter722,Fentanyl,Unknown
DDInter1916,Vancomycin,DDInter722,Fentanyl,Unknown
DDInter1018,Lactulose,DDInter722,Fentanyl,Unknown
DDInter1515,Prednisone,DDInter722,Fentanyl,Unknown
DDInter1675,Simvastatin,DDInter722,Fentanyl,Unknown
DDInter722,Fentanyl,DDInter1088,Loperamide,Unknown
DDInter722,Fentanyl,DDInter1231,Misoprostol,Unknown
DDInter722,Fentanyl,DDInter826,Glipizide,Unknown
DDInter722,Fentanyl,DDInter1622,Rosuvastatin,Unknown
DDInter722,Fentanyl,DDInter1559,Rabeprazole,Unknown
DDInter11,Acarbose,DDInter1143,Meloxicam,Unknown
DDInter1244,Morphine,DDInter1143,Meloxicam,Unknown
DDInter1340,Omeprazole,DDInter1143,Meloxicam,Unknown
DDInter1717,Sucralfate,DDInter1143,Meloxicam,Unknown
DDInter1018,Lactulose,DDInter1143,Meloxicam,Unknown
DDInter1675,Simvastatin,DDInter1143,Meloxicam,Unknown
DDInter1143,Meloxicam,DDInter1342,Ondansetron,Unknown
DDInter1143,Meloxicam,DDInter1231,Misoprostol,Unknown
DDInter1143,Meloxicam,DDInter1622,Rosuvastatin,Unknown
DDInter1143,Meloxicam,DDInter1559,Rabeprazole,Unknown
DDInter1143,Meloxicam,DDInter393,Clarithromycin,Unknown
DDInter1143,Meloxicam,DDInter1197,Metoclopramide,Unknown
DDInter1717,Sucralfate,DDInter1538,Propofol,Unknown
DDInter1916,Vancomycin,DDInter1538,Propofol,Unknown
DDInter1675,Simvastatin,DDInter1538,Propofol,Unknown
DDInter1538,Propofol,DDInter1622,Rosuvastatin,Unknown
DDInter1538,Propofol,DDInter1559,Rabeprazole,Unknown
DDInter1244,Morphine,DDInter15,Acetazolamide,Unknown
DDInter1340,Omeprazole,DDInter15,Acetazolamide,Unknown
DDInter1717,Sucralfate,DDInter15,Acetazolamide,Unknown
DDInter1022,Lansoprazole,DDInter15,Acetazolamide,Unknown
DDInter1916,Vancomycin,DDInter15,Acetazolamide,Unknown
DDInter136,Atropine,DDInter15,Acetazolamide,Unknown
DDInter1675,Simvastatin,DDInter15,Acetazolamide,Unknown
DDInter15,Acetazolamide,DDInter712,Famotidine,Unknown
DDInter15,Acetazolamide,DDInter1197,Metoclopramide,Unknown
DDInter825,Glimepiride,DDInter534,Diazepam,Unknown
DDInter598,Doxycycline,DDInter534,Diazepam,Unknown
DDInter11,Acarbose,DDInter534,Diazepam,Unknown
DDInter1164,Metformin,DDInter534,Diazepam,Unknown
DDInter1717,Sucralfate,DDInter534,Diazepam,Unknown
DDInter1022,Lansoprazole,DDInter534,Diazepam,Unknown
DDInter1916,Vancomycin,DDInter534,Diazepam,Unknown
DDInter136,Atropine,DDInter534,Diazepam,Unknown
DDInter1018,Lactulose,DDInter534,Diazepam,Unknown
DDInter1675,Simvastatin,DDInter534,Diazepam,Unknown
DDInter534,Diazepam,DDInter1088,Loperamide,Unknown
DDInter534,Diazepam,DDInter1342,Ondansetron,Unknown
DDInter534,Diazepam,DDInter712,Famotidine,Unknown
DDInter534,Diazepam,DDInter1231,Misoprostol,Unknown
DDInter534,Diazepam,DDInter826,Glipizide,Unknown
DDInter534,Diazepam,DDInter1622,Rosuvastatin,Unknown
DDInter534,Diazepam,DDInter1559,Rabeprazole,Unknown
DDInter598,Doxycycline,DDInter309,Cefaclor,Unknown
DDInter1244,Morphine,DDInter309,Cefaclor,Unknown
DDInter1164,Metformin,DDInter309,Cefaclor,Unknown
DDInter1340,Omeprazole,DDInter309,Cefaclor,Unknown
DDInter1022,Lansoprazole,DDInter309,Cefaclor,Unknown
DDInter1515,Prednisone,DDInter309,Cefaclor,Unknown
DDInter1675,Simvastatin,DDInter309,Cefaclor,Unknown
DDInter309,Cefaclor,DDInter1088,Loperamide,Unknown
DDInter309,Cefaclor,DDInter1342,Ondansetron,Unknown
DDInter309,Cefaclor,DDInter712,Famotidine,Unknown
DDInter309,Cefaclor,DDInter826,Glipizide,Unknown
DDInter309,Cefaclor,DDInter1622,Rosuvastatin,Unknown
DDInter309,Cefaclor,DDInter1559,Rabeprazole,Unknown
DDInter309,Cefaclor,DDInter393,Clarithromycin,Unknown
DDInter309,Cefaclor,DDInter1197,Metoclopramide,Unknown
DDInter1323,Octreotide,DDInter1088,Loperamide,Unknown
DDInter1509,Pravastatin,DDInter1088,Loperamide,Unknown
DDInter1915,Valsartan,DDInter1088,Loperamide,Unknown
DDInter1098,Lovastatin,DDInter1088,Loperamide,Unknown
DDInter1516,Pregabalin,DDInter1088,Loperamide,Unknown
DDInter1200,Metoprolol,DDInter1088,Loperamide,Unknown
DDInter1834,Topiramate,DDInter1088,Loperamide,Unknown
DDInter1474,Piperacillin,DDInter1088,Loperamide,Unknown
DDInter1164,Metformin,DDInter1088,Loperamide,Unknown
DDInter1340,Omeprazole,DDInter1088,Loperamide,Unknown
DDInter1717,Sucralfate,DDInter1088,Loperamide,Unknown
DDInter1809,Timolol,DDInter1088,Loperamide,Unknown
DDInter1529,Progesterone,DDInter1088,Loperamide,Unknown
DDInter1505,Pramipexole,DDInter1088,Loperamide,Unknown
DDInter1172,Methocarbamol,DDInter1088,Loperamide,Unknown
DDInter48,Allopurinol,DDInter1088,Loperamide,Unknown
DDInter1874,Trimethoprim,DDInter1088,Loperamide,Unknown
DDInter1961,Zidovudine,DDInter1088,Loperamide,Unknown
DDInter1916,Vancomycin,DDInter1088,Loperamide,Unknown
DDInter315,Cefdinir,DDInter1088,Loperamide,Unknown
DDInter1539,Propranolol,DDInter1088,Loperamide,Unknown
DDInter1018,Lactulose,DDInter1088,Loperamide,Unknown
DDInter1515,Prednisone,DDInter1088,Loperamide,Unknown
DDInter1675,Simvastatin,DDInter1088,Loperamide,Unknown
DDInter1095,Losartan,DDInter1088,Loperamide,Unknown
DDInter1822,Tobramycin,DDInter1088,Loperamide,Unknown
DDInter1745,Tamsulosin,DDInter1088,Loperamide,Unknown
DDInter1354,Oxacillin,DDInter1088,Loperamide,Unknown
DDInter1304,Nitroglycerin,DDInter1088,Loperamide,Unknown
DDInter1431,Perindopril,DDInter1088,Loperamide,Unknown
